ProductId,name,main_category,sub_category,ratings,no_of_ratings,Price,Review,text,image_url
P000259,Chronograph Steel Watch - Water Resistant,fashion,watches,3.6,2196,117.09,"Absolutely love this, exceeded my expectations and works perfectly.","Chronograph Steel Watch - Water Resistant watches fashion water resistant scratch-proof glass elegant Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Watches+259&font=montserrat&bg=efefef&txt=333
P000260,Chronograph Steel Watch - Water Resistant,fashion,watches,4.3,2492,261.48,"Did not live up to the hype, a bit disappointed.","Chronograph Steel Watch - Water Resistant watches fashion water resistant accurate time scratch-proof glass Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Watches+260&font=montserrat&bg=efefef&txt=333
P000261,Chronograph Steel Watch - Scratch-Proof Glass,fashion,watches,4.6,4543,143.67,"Stopped working after a short while, not great.","Chronograph Steel Watch - Scratch-Proof Glass watches fashion scratch-proof glass long battery comfortable band Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Watches+261&font=montserrat&bg=efefef&txt=333
P000262,Chronograph Steel Watch - Comfortable Band,fashion,watches,3.8,2474,174.77,Excellent quality and does exactly what it promises.,Chronograph Steel Watch - Comfortable Band watches fashion comfortable band elegant accurate time Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+262&font=montserrat&bg=efefef&txt=333
P000263,Chronograph Steel Watch - Accurate Time,fashion,watches,4.6,1129,255.87,"A game changer for my daily routine, so glad I bought it.","Chronograph Steel Watch - Accurate Time watches fashion accurate time long battery scratch-proof glass A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Watches+263&font=montserrat&bg=efefef&txt=333
P000264,Chronograph Steel Watch - Comfortable Band,fashion,watches,3.8,1575,87.74,"Did not live up to the hype, a bit disappointed.","Chronograph Steel Watch - Comfortable Band watches fashion comfortable band accurate time scratch-proof glass Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Watches+264&font=montserrat&bg=efefef&txt=333
P000265,Classic Leather Strap Watch - Comfortable Band,fashion,watches,3.6,2787,59.24,"Well made and reliable, would buy again without hesitation.","Classic Leather Strap Watch - Comfortable Band watches fashion comfortable band accurate time scratch-proof glass Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Watches+265&font=montserrat&bg=efefef&txt=333
P000266,Classic Leather Strap Watch - Scratch-Proof Glass,fashion,watches,4.7,2017,207.59,"Stopped working after a short while, not great.","Classic Leather Strap Watch - Scratch-Proof Glass watches fashion scratch-proof glass comfortable band elegant Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Watches+266&font=montserrat&bg=efefef&txt=333
P000267,Classic Leather Strap Watch - Elegant,fashion,watches,4.8,1327,50.62,"Stopped working after a short while, not great.","Classic Leather Strap Watch - Elegant watches fashion elegant comfortable band long battery Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Watches+267&font=montserrat&bg=efefef&txt=333
P000268,Classic Leather Strap Watch - Accurate Time,fashion,watches,4.9,1384,86.73,"Well made and reliable, would buy again without hesitation.","Classic Leather Strap Watch - Accurate Time watches fashion accurate time water resistant scratch-proof glass Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Watches+268&font=montserrat&bg=efefef&txt=333
P000269,Classic Leather Strap Watch - Elegant,fashion,watches,4.5,3880,119.71,"A game changer for my daily routine, so glad I bought it.","Classic Leather Strap Watch - Elegant watches fashion elegant scratch-proof glass long battery A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Watches+269&font=montserrat&bg=efefef&txt=333
P000270,Classic Leather Strap Watch - Scratch-Proof Glass,fashion,watches,5.0,2857,21.21,Excellent quality and does exactly what it promises.,Classic Leather Strap Watch - Scratch-Proof Glass watches fashion scratch-proof glass comfortable band long battery Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Watches+270&font=montserrat&bg=efefef&txt=333
P000271,Adjustable Dumbbell Set - Durable,sports & outdoors,fitness,3.8,449,226.65,"Stopped working after a short while, not great.","Adjustable Dumbbell Set - Durable fitness sports & outdoors durable sturdy build good grip Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Fitness+271&font=montserrat&bg=efefef&txt=333
P000272,Adjustable Dumbbell Set - Good Grip,sports & outdoors,fitness,4.0,2053,259.93,Excellent quality and does exactly what it promises.,Adjustable Dumbbell Set - Good Grip fitness sports & outdoors good grip sturdy build durable Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Fitness+272&font=montserrat&bg=efefef&txt=333
P000273,Adjustable Dumbbell Set - Versatile,sports & outdoors,fitness,3.8,2062,277.77,"Did not live up to the hype, a bit disappointed.","Adjustable Dumbbell Set - Versatile fitness sports & outdoors versatile compact storage comfortable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+273&font=montserrat&bg=efefef&txt=333
P000274,Adjustable Dumbbell Set - Good Grip,sports & outdoors,fitness,3.9,493,68.16,"Stopped working after a short while, not great.","Adjustable Dumbbell Set - Good Grip fitness sports & outdoors good grip durable sturdy build Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Fitness+274&font=montserrat&bg=efefef&txt=333
P000275,Adjustable Dumbbell Set - Compact Storage,sports & outdoors,fitness,4.8,3981,242.79,"Absolutely love this, exceeded my expectations and works perfectly.","Adjustable Dumbbell Set - Compact Storage fitness sports & outdoors compact storage durable comfortable Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Fitness+275&font=montserrat&bg=efefef&txt=333
P000276,Adjustable Dumbbell Set - Good Grip,sports & outdoors,fitness,4.9,679,126.59,"Great value for the price, highly recommend to anyone.","Adjustable Dumbbell Set - Good Grip fitness sports & outdoors good grip versatile compact storage Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Fitness+276&font=montserrat&bg=efefef&txt=333
P000277,Yoga Mat Non-Slip - Versatile,sports & outdoors,fitness,3.3,180,195.38,"Great value for the price, highly recommend to anyone.","Yoga Mat Non-Slip - Versatile fitness sports & outdoors versatile good grip compact storage Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Fitness+277&font=montserrat&bg=efefef&txt=333
P000278,Yoga Mat Non-Slip - Versatile,sports & outdoors,fitness,4.7,4255,76.02,"Stopped working after a short while, not great.","Yoga Mat Non-Slip - Versatile fitness sports & outdoors versatile durable good grip Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Fitness+278&font=montserrat&bg=efefef&txt=333
P000279,Yoga Mat Non-Slip - Compact Storage,sports & outdoors,fitness,4.5,3096,47.21,"Absolutely love this, exceeded my expectations and works perfectly.","Yoga Mat Non-Slip - Compact Storage fitness sports & outdoors compact storage durable sturdy build Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Fitness+279&font=montserrat&bg=efefef&txt=333
P000280,Yoga Mat Non-Slip - Versatile,sports & outdoors,fitness,4.8,2208,162.96,"Good enough for the price, not amazing but does the job.","Yoga Mat Non-Slip - Versatile fitness sports & outdoors versatile durable sturdy build Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Fitness+280&font=montserrat&bg=efefef&txt=333
P000281,Yoga Mat Non-Slip - Comfortable,sports & outdoors,fitness,3.2,1442,79.12,"Works fine, though the build quality could be better.","Yoga Mat Non-Slip - Comfortable fitness sports & outdoors comfortable versatile durable Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Fitness+281&font=montserrat&bg=efefef&txt=333
P000282,Yoga Mat Non-Slip - Good Grip,sports & outdoors,fitness,4.6,1978,274.81,"Good enough for the price, not amazing but does the job.","Yoga Mat Non-Slip - Good Grip fitness sports & outdoors good grip comfortable compact storage Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Fitness+282&font=montserrat&bg=efefef&txt=333
P000283,Resistance Band Kit - Good Grip,sports & outdoors,fitness,3.4,2617,240.62,Decent product overall but has a few minor annoyances.,Resistance Band Kit - Good Grip fitness sports & outdoors good grip versatile comfortable Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Fitness+283&font=montserrat&bg=efefef&txt=333
P000284,Resistance Band Kit - Good Grip,sports & outdoors,fitness,3.7,4921,195.08,"Did not live up to the hype, a bit disappointed.","Resistance Band Kit - Good Grip fitness sports & outdoors good grip comfortable durable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+284&font=montserrat&bg=efefef&txt=333
P000285,Resistance Band Kit - Comfortable,sports & outdoors,fitness,4.8,2064,92.37,Excellent quality and does exactly what it promises.,Resistance Band Kit - Comfortable fitness sports & outdoors comfortable compact storage durable Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Fitness+285&font=montserrat&bg=efefef&txt=333
P000286,Resistance Band Kit - Compact Storage,sports & outdoors,fitness,3.6,4418,233.36,"Did not live up to the hype, a bit disappointed.","Resistance Band Kit - Compact Storage fitness sports & outdoors compact storage sturdy build versatile Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+286&font=montserrat&bg=efefef&txt=333
P000287,Resistance Band Kit - Sturdy Build,sports & outdoors,fitness,3.0,4148,73.85,"Good enough for the price, not amazing but does the job.","Resistance Band Kit - Sturdy Build fitness sports & outdoors sturdy build durable good grip Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Fitness+287&font=montserrat&bg=efefef&txt=333
P000288,Resistance Band Kit - Versatile,sports & outdoors,fitness,3.7,280,260.88,Excellent quality and does exactly what it promises.,Resistance Band Kit - Versatile fitness sports & outdoors versatile good grip comfortable Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Fitness+288&font=montserrat&bg=efefef&txt=333
P000289,Foam Roller - Sturdy Build,sports & outdoors,fitness,4.5,259,84.71,"Stopped working after a short while, not great.","Foam Roller - Sturdy Build fitness sports & outdoors sturdy build versatile durable Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Fitness+289&font=montserrat&bg=efefef&txt=333
P000290,Foam Roller - Compact Storage,sports & outdoors,fitness,4.1,1083,235.99,"Did not live up to the hype, a bit disappointed.","Foam Roller - Compact Storage fitness sports & outdoors compact storage comfortable good grip Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+290&font=montserrat&bg=efefef&txt=333
P000291,Foam Roller - Good Grip,sports & outdoors,fitness,4.4,4792,194.31,"Great value for the price, highly recommend to anyone.","Foam Roller - Good Grip fitness sports & outdoors good grip comfortable versatile Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Fitness+291&font=montserrat&bg=efefef&txt=333
P000292,Foam Roller - Sturdy Build,sports & outdoors,fitness,4.3,2250,68.45,"Absolutely love this, exceeded my expectations and works perfectly.","Foam Roller - Sturdy Build fitness sports & outdoors sturdy build good grip versatile Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Fitness+292&font=montserrat&bg=efefef&txt=333
P000293,Foam Roller - Comfortable,sports & outdoors,fitness,3.3,2895,291.98,"Well made and reliable, would buy again without hesitation.","Foam Roller - Comfortable fitness sports & outdoors comfortable durable sturdy build Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Fitness+293&font=montserrat&bg=efefef&txt=333
P000294,Foam Roller - Durable,sports & outdoors,fitness,3.4,849,36.1,"Well made and reliable, would buy again without hesitation.","Foam Roller - Durable fitness sports & outdoors durable comfortable sturdy build Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Fitness+294&font=montserrat&bg=efefef&txt=333
P000295,Kettlebell 12kg - Comfortable,sports & outdoors,fitness,3.3,374,249.9,"Did not live up to the hype, a bit disappointed.","Kettlebell 12kg - Comfortable fitness sports & outdoors comfortable compact storage durable Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+295&font=montserrat&bg=efefef&txt=333
P000296,Kettlebell 12kg - Comfortable,sports & outdoors,fitness,4.3,4411,161.42,"Works fine, though the build quality could be better.","Kettlebell 12kg - Comfortable fitness sports & outdoors comfortable compact storage durable Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Fitness+296&font=montserrat&bg=efefef&txt=333
P000297,Kettlebell 12kg - Versatile,sports & outdoors,fitness,3.3,2340,241.01,"Absolutely love this, exceeded my expectations and works perfectly.","Kettlebell 12kg - Versatile fitness sports & outdoors versatile compact storage comfortable Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Fitness+297&font=montserrat&bg=efefef&txt=333
P000298,Kettlebell 12kg - Compact Storage,sports & outdoors,fitness,3.7,4211,208.95,"A game changer for my daily routine, so glad I bought it.","Kettlebell 12kg - Compact Storage fitness sports & outdoors compact storage good grip versatile A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Fitness+298&font=montserrat&bg=efefef&txt=333
P000299,Kettlebell 12kg - Sturdy Build,sports & outdoors,fitness,3.4,1541,209.78,"Did not live up to the hype, a bit disappointed.","Kettlebell 12kg - Sturdy Build fitness sports & outdoors sturdy build comfortable compact storage Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Fitness+299&font=montserrat&bg=efefef&txt=333
P000300,Kettlebell 12kg - Durable,sports & outdoors,fitness,4.1,1452,190.34,Decent product overall but has a few minor annoyances.,Kettlebell 12kg - Durable fitness sports & outdoors durable comfortable compact storage Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Fitness+300&font=montserrat&bg=efefef&txt=333
P000301,2-Person Tent - Lightweight,sports & outdoors,camping,4.3,3469,207.95,"Great value for the price, highly recommend to anyone.","2-Person Tent - Lightweight camping sports & outdoors lightweight waterproof keeps warm Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Camping+301&font=montserrat&bg=efefef&txt=333
P000302,2-Person Tent - Compact,sports & outdoors,camping,3.4,438,137.88,Excellent quality and does exactly what it promises.,2-Person Tent - Compact camping sports & outdoors compact easy setup waterproof Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+302&font=montserrat&bg=efefef&txt=333
P000303,2-Person Tent - Durable Materials,sports & outdoors,camping,4.5,2731,147.04,"Did not live up to the hype, a bit disappointed.","2-Person Tent - Durable Materials camping sports & outdoors durable materials compact keeps warm Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Camping+303&font=montserrat&bg=efefef&txt=333
P000304,2-Person Tent - Easy Setup,sports & outdoors,camping,4.1,2461,184.58,"Stopped working after a short while, not great.","2-Person Tent - Easy Setup camping sports & outdoors easy setup waterproof compact Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Camping+304&font=montserrat&bg=efefef&txt=333
P000305,2-Person Tent - Compact,sports & outdoors,camping,4.8,2410,153.12,"Good enough for the price, not amazing but does the job.","2-Person Tent - Compact camping sports & outdoors compact waterproof keeps warm Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Camping+305&font=montserrat&bg=efefef&txt=333
P000306,2-Person Tent - Easy Setup,sports & outdoors,camping,3.4,908,37.6,Excellent quality and does exactly what it promises.,2-Person Tent - Easy Setup camping sports & outdoors easy setup compact durable materials Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+306&font=montserrat&bg=efefef&txt=333
P000307,Sleeping Bag -5C - Keeps Warm,sports & outdoors,camping,3.1,3668,175.3,"Stopped working after a short while, not great.","Sleeping Bag -5C - Keeps Warm camping sports & outdoors keeps warm easy setup waterproof Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Camping+307&font=montserrat&bg=efefef&txt=333
P000308,Sleeping Bag -5C - Keeps Warm,sports & outdoors,camping,3.7,3135,196.05,Excellent quality and does exactly what it promises.,Sleeping Bag -5C - Keeps Warm camping sports & outdoors keeps warm waterproof durable materials Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+308&font=montserrat&bg=efefef&txt=333
P000309,Sleeping Bag -5C - Easy Setup,sports & outdoors,camping,4.0,4529,229.27,"Great value for the price, highly recommend to anyone.","Sleeping Bag -5C - Easy Setup camping sports & outdoors easy setup lightweight durable materials Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Camping+309&font=montserrat&bg=efefef&txt=333
P000310,Sleeping Bag -5C - Lightweight,sports & outdoors,camping,3.5,1438,86.23,"A game changer for my daily routine, so glad I bought it.","Sleeping Bag -5C - Lightweight camping sports & outdoors lightweight compact easy setup A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Camping+310&font=montserrat&bg=efefef&txt=333
P000311,Sleeping Bag -5C - Compact,sports & outdoors,camping,4.3,2636,259.39,"Did not live up to the hype, a bit disappointed.","Sleeping Bag -5C - Compact camping sports & outdoors compact easy setup durable materials Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Camping+311&font=montserrat&bg=efefef&txt=333
P000312,Sleeping Bag -5C - Compact,sports & outdoors,camping,3.6,4165,137.54,"Good enough for the price, not amazing but does the job.","Sleeping Bag -5C - Compact camping sports & outdoors compact durable materials lightweight Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Camping+312&font=montserrat&bg=efefef&txt=333
P000313,Portable Camp Stove - Waterproof,sports & outdoors,camping,3.5,3993,103.05,"Stopped working after a short while, not great.","Portable Camp Stove - Waterproof camping sports & outdoors waterproof compact easy setup Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Camping+313&font=montserrat&bg=efefef&txt=333
P000314,Portable Camp Stove - Waterproof,sports & outdoors,camping,3.8,3185,227.26,"Works fine, though the build quality could be better.","Portable Camp Stove - Waterproof camping sports & outdoors waterproof easy setup compact Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Camping+314&font=montserrat&bg=efefef&txt=333
P000315,Portable Camp Stove - Easy Setup,sports & outdoors,camping,4.7,947,139.42,Excellent quality and does exactly what it promises.,Portable Camp Stove - Easy Setup camping sports & outdoors easy setup lightweight keeps warm Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+315&font=montserrat&bg=efefef&txt=333
P000316,Portable Camp Stove - Waterproof,sports & outdoors,camping,3.6,110,61.33,Decent product overall but has a few minor annoyances.,Portable Camp Stove - Waterproof camping sports & outdoors waterproof lightweight durable materials Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Camping+316&font=montserrat&bg=efefef&txt=333
P000317,Portable Camp Stove - Durable Materials,sports & outdoors,camping,4.2,279,16.3,"Absolutely love this, exceeded my expectations and works perfectly.","Portable Camp Stove - Durable Materials camping sports & outdoors durable materials keeps warm lightweight Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Camping+317&font=montserrat&bg=efefef&txt=333
P000318,Portable Camp Stove - Durable Materials,sports & outdoors,camping,3.9,2226,30.82,Decent product overall but has a few minor annoyances.,Portable Camp Stove - Durable Materials camping sports & outdoors durable materials compact waterproof Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Camping+318&font=montserrat&bg=efefef&txt=333
P000319,LED Headlamp - Compact,sports & outdoors,camping,4.8,897,169.35,Excellent quality and does exactly what it promises.,LED Headlamp - Compact camping sports & outdoors compact lightweight keeps warm Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+319&font=montserrat&bg=efefef&txt=333
P000320,LED Headlamp - Durable Materials,sports & outdoors,camping,4.2,3625,286.41,Decent product overall but has a few minor annoyances.,LED Headlamp - Durable Materials camping sports & outdoors durable materials waterproof easy setup Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Camping+320&font=montserrat&bg=efefef&txt=333
P000321,LED Headlamp - Durable Materials,sports & outdoors,camping,3.4,1801,23.33,"A game changer for my daily routine, so glad I bought it.","LED Headlamp - Durable Materials camping sports & outdoors durable materials easy setup keeps warm A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Camping+321&font=montserrat&bg=efefef&txt=333
P000322,LED Headlamp - Lightweight,sports & outdoors,camping,4.3,2198,187.02,"Great value for the price, highly recommend to anyone.","LED Headlamp - Lightweight camping sports & outdoors lightweight waterproof easy setup Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Camping+322&font=montserrat&bg=efefef&txt=333
P000323,LED Headlamp - Keeps Warm,sports & outdoors,camping,4.0,518,184.99,Decent product overall but has a few minor annoyances.,LED Headlamp - Keeps Warm camping sports & outdoors keeps warm easy setup durable materials Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Camping+323&font=montserrat&bg=efefef&txt=333
P000324,LED Headlamp - Durable Materials,sports & outdoors,camping,3.8,2277,61.23,Excellent quality and does exactly what it promises.,LED Headlamp - Durable Materials camping sports & outdoors durable materials lightweight easy setup Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+324&font=montserrat&bg=efefef&txt=333
P000325,Insulated Water Bottle - Compact,sports & outdoors,camping,3.0,4648,278.24,"A game changer for my daily routine, so glad I bought it.","Insulated Water Bottle - Compact camping sports & outdoors compact waterproof keeps warm A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Camping+325&font=montserrat&bg=efefef&txt=333
P000326,Insulated Water Bottle - Keeps Warm,sports & outdoors,camping,4.8,4851,291.51,"Stopped working after a short while, not great.","Insulated Water Bottle - Keeps Warm camping sports & outdoors keeps warm compact easy setup Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Camping+326&font=montserrat&bg=efefef&txt=333
P000327,Insulated Water Bottle - Easy Setup,sports & outdoors,camping,4.2,3071,131.0,"Did not live up to the hype, a bit disappointed.","Insulated Water Bottle - Easy Setup camping sports & outdoors easy setup compact waterproof Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Camping+327&font=montserrat&bg=efefef&txt=333
P000328,Insulated Water Bottle - Keeps Warm,sports & outdoors,camping,4.5,379,256.2,"Good enough for the price, not amazing but does the job.","Insulated Water Bottle - Keeps Warm camping sports & outdoors keeps warm compact easy setup Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Camping+328&font=montserrat&bg=efefef&txt=333
P000329,Insulated Water Bottle - Easy Setup,sports & outdoors,camping,4.5,4847,117.01,"Well made and reliable, would buy again without hesitation.","Insulated Water Bottle - Easy Setup camping sports & outdoors easy setup durable materials compact Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Camping+329&font=montserrat&bg=efefef&txt=333
P000330,Insulated Water Bottle - Easy Setup,sports & outdoors,camping,4.5,4713,72.42,Excellent quality and does exactly what it promises.,Insulated Water Bottle - Easy Setup camping sports & outdoors easy setup waterproof keeps warm Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Camping+330&font=montserrat&bg=efefef&txt=333
