ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000797,Cobalt Marble Run Kit - Safe Materials,Cobalt,toys & games,building sets,4.0,7773,265.89,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000797/300/300,Cobalt Marble Run Kit - Safe Materials building sets toys & games Cobalt safe materials hours of fun creative Decent product overall but has a few minor annoyances.
P000798,Vantage Magnetic Tiles Set - Sturdy Pieces,Vantage,toys & games,building sets,4.7,439,16.88,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000798/300/300,"Vantage Magnetic Tiles Set - Sturdy Pieces building sets toys & games Vantage sturdy pieces educational compatible Works fine, though the build quality could be better."
P000799,Cobalt Robotics Starter Kit - Hours Of Fun,Cobalt,toys & games,building sets,4.4,5948,272.57,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000799/300/300,"Cobalt Robotics Starter Kit - Hours Of Fun building sets toys & games Cobalt hours of fun safe materials compatible Good enough for the price, not amazing but does the job."
P000800,NovaTech Wooden Train Set - Creative,NovaTech,toys & games,building sets,4.5,2759,220.81,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000800/300/300,"NovaTech Wooden Train Set - Creative building sets toys & games NovaTech creative safe materials hours of fun Great value for the price, highly recommend to anyone."
P000801,Pulse Wireless Over-Ear Headphones - Noise Cancelling,Pulse,electronics,headphones,3.3,5129,28.42,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000801/300/300,Pulse Wireless Over-Ear Headphones - Noise Cancelling headphones electronics Pulse noise cancelling deep bass foldable design Excellent quality and does exactly what it promises.
P000802,Aurora Noise-Cancelling Earbuds - Foldable Design,Aurora,electronics,headphones,3.5,3612,385.38,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000802/300/300,"Aurora Noise-Cancelling Earbuds - Foldable Design headphones electronics Aurora foldable design clear microphone deep bass Impressive build and performance, five stars from me."
P000803,Meridian Studio Monitor Headphones - Long Battery Life,Meridian,electronics,headphones,3.1,2690,56.09,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000803/300/300,Meridian Studio Monitor Headphones - Long Battery Life headphones electronics Meridian long battery life noise cancelling deep bass Excellent quality and does exactly what it promises.
P000804,Everly Bluetooth Sport Earphones - Long Battery Life,Everly,electronics,headphones,4.0,827,181.37,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000804/300/300,Everly Bluetooth Sport Earphones - Long Battery Life headphones electronics Everly long battery life foldable design crisp sound Excellent quality and does exactly what it promises.
P000805,Pulse Gaming Headset with Mic - Foldable Design,Pulse,electronics,headphones,4.6,153,167.13,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000805/300/300,"Pulse Gaming Headset with Mic - Foldable Design headphones electronics Pulse foldable design crisp sound clear microphone Great value for the price, highly recommend to anyone."
P000806,Foundry 6.5in Android Smartphone - Bright Display,Foundry,electronics,smartphones,3.2,1477,179.54,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000806/300/300,"Foundry 6.5in Android Smartphone - Bright Display smartphones electronics Foundry bright display great camera sleek design Good enough for the price, not amazing but does the job."
P000807,Brightside Compact 5G Phone - Bright Display,Brightside,electronics,smartphones,3.5,7894,264.0,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000807/300/300,"Brightside Compact 5G Phone - Bright Display smartphones electronics Brightside bright display great camera fast processor Great value for the price, highly recommend to anyone."
P000808,Lumo Budget Dual-SIM Phone - Expandable Storage,Lumo,electronics,smartphones,4.0,6575,32.36,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000808/300/300,"Lumo Budget Dual-SIM Phone - Expandable Storage smartphones electronics Lumo expandable storage great camera fast processor Well made and reliable, would buy again without hesitation."
P000809,Kestrel Flagship Camera Phone - Bright Display,Kestrel,electronics,smartphones,4.2,2820,175.24,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000809/300/300,"Kestrel Flagship Camera Phone - Bright Display smartphones electronics Kestrel bright display sleek design fast processor Impressive build and performance, five stars from me."
P000810,Lumo Rugged Outdoor Phone - Expandable Storage,Lumo,electronics,smartphones,4.8,1243,152.44,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000810/300/300,Lumo Rugged Outdoor Phone - Expandable Storage smartphones electronics Lumo expandable storage great camera fast processor Excellent quality and does exactly what it promises.
P000811,Everly 14in Ultrabook - Lightweight,Everly,electronics,laptops,4.0,3794,351.09,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000811/300/300,"Everly 14in Ultrabook - Lightweight laptops electronics Everly lightweight backlit keyboard fast SSD Impressive build and performance, five stars from me."
P000812,Pulse Gaming Laptop 16GB - High-Res Screen,Pulse,electronics,laptops,4.2,6052,290.12,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000812/300/300,"Pulse Gaming Laptop 16GB - High-Res Screen laptops electronics Pulse high-res screen long battery powerful GPU Impressive build and performance, five stars from me."
P000813,Cobalt 2-in-1 Convertible Laptop - Lightweight,Cobalt,electronics,laptops,5.0,1443,86.29,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000813/300/300,"Cobalt 2-in-1 Convertible Laptop - Lightweight laptops electronics Cobalt lightweight long battery high-res screen Great value for the price, highly recommend to anyone."
P000814,Kestrel Business Notebook - Backlit Keyboard,Kestrel,electronics,laptops,4.2,2460,138.18,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000814/300/300,"Kestrel Business Notebook - Backlit Keyboard laptops electronics Kestrel backlit keyboard lightweight fast SSD Impressive build and performance, five stars from me."
P000815,Brightside Student Chromebook - Fast Ssd,Brightside,electronics,laptops,4.2,2259,102.63,Okay but I expected more for the money.,https://picsum.photos/seed/P000815/300/300,Brightside Student Chromebook - Fast Ssd laptops electronics Brightside fast SSD powerful GPU long battery Okay but I expected more for the money.
P000816,Pulse USB-C Fast Charger - Tactile Switches,Pulse,electronics,accessories,4.5,4908,139.49,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000816/300/300,"Pulse USB-C Fast Charger - Tactile Switches accessories electronics Pulse tactile switches sturdy aluminium fast charging Absolutely love this, exceeded my expectations and works perfectly."
P000817,NovaTech Wireless Charging Pad - Universal Fit,NovaTech,electronics,accessories,3.4,7660,174.76,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000817/300/300,"NovaTech Wireless Charging Pad - Universal Fit accessories electronics NovaTech universal fit fast charging compact Great value for the price, highly recommend to anyone."
P000818,Everly 4-Port USB Hub - Tactile Switches,Everly,electronics,accessories,3.8,2763,23.69,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000818/300/300,"Everly 4-Port USB Hub - Tactile Switches accessories electronics Everly tactile switches universal fit fast charging Good enough for the price, not amazing but does the job."
P000819,Aurora Laptop Stand - Compact,Aurora,electronics,accessories,4.3,6813,24.13,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000819/300/300,"Aurora Laptop Stand - Compact accessories electronics Aurora compact universal fit durable braided cable Absolutely love this, exceeded my expectations and works perfectly."
P000820,Foundry Mechanical Keyboard - Universal Fit,Foundry,electronics,accessories,3.9,7370,142.77,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000820/300/300,"Foundry Mechanical Keyboard - Universal Fit accessories electronics Foundry universal fit compact fast charging Works fine, though the build quality could be better."
P000821,Brightside Mirrorless Camera Kit - Image Stabilization,Brightside,electronics,cameras,3.7,2243,280.46,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000821/300/300,"Brightside Mirrorless Camera Kit - Image Stabilization cameras electronics Brightside image stabilization compact body fast autofocus Absolutely love this, exceeded my expectations and works perfectly."
P000822,Meridian 4K Action Camera - Fast Autofocus,Meridian,electronics,cameras,3.1,2720,348.55,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000822/300/300,"Meridian 4K Action Camera - Fast Autofocus cameras electronics Meridian fast autofocus waterproof housing image stabilization Impressive build and performance, five stars from me."
P000823,Cobalt Compact Point-and-Shoot - Image Stabilization,Cobalt,electronics,cameras,4.5,1023,87.88,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000823/300/300,"Cobalt Compact Point-and-Shoot - Image Stabilization cameras electronics Cobalt image stabilization waterproof housing compact body Good enough for the price, not amazing but does the job."
P000824,Brightside Webcam 1080p - Image Stabilization,Brightside,electronics,cameras,4.8,5209,371.9,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000824/300/300,"Brightside Webcam 1080p - Image Stabilization cameras electronics Brightside image stabilization compact body waterproof housing Good enough for the price, not amazing but does the job."
P000825,Brightside Instant Print Camera - Great Low Light,Brightside,electronics,cameras,4.3,254,63.74,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000825/300/300,"Brightside Instant Print Camera - Great Low Light cameras electronics Brightside great low light waterproof housing image stabilization Well made and reliable, would buy again without hesitation."
P000826,Aurora Programmable Drip Coffee Maker - Durable Build,Aurora,home & kitchen,coffee,4.6,3425,332.66,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000826/300/300,"Aurora Programmable Drip Coffee Maker - Durable Build coffee home & kitchen Aurora durable build compact size fast brewing Did not live up to the hype, a bit disappointed."
P000827,Aurora Espresso Machine - Easy To Clean,Aurora,home & kitchen,coffee,4.2,550,275.26,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000827/300/300,"Aurora Espresso Machine - Easy To Clean coffee home & kitchen Aurora easy to clean rich flavor fast brewing Did not live up to the hype, a bit disappointed."
P000828,Brightside French Press 1L - Durable Build,Brightside,home & kitchen,coffee,3.4,6633,281.11,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000828/300/300,"Brightside French Press 1L - Durable Build coffee home & kitchen Brightside durable build easy to clean keeps coffee hot A game changer for my daily routine, so glad I bought it."
P000829,Foundry Cold Brew Maker - Durable Build,Foundry,home & kitchen,coffee,3.2,1589,186.57,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000829/300/300,"Foundry Cold Brew Maker - Durable Build coffee home & kitchen Foundry durable build easy to clean compact size Well made and reliable, would buy again without hesitation."
P000830,Peakline Single-Serve Pod Brewer - Keeps Coffee Hot,Peakline,home & kitchen,coffee,3.9,7827,178.02,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000830/300/300,"Peakline Single-Serve Pod Brewer - Keeps Coffee Hot coffee home & kitchen Peakline keeps coffee hot easy to clean durable build Well made and reliable, would buy again without hesitation."
P000831,Brightside Non-Stick Frying Pan - Premium Finish,Brightside,home & kitchen,cookware,3.1,4136,86.87,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000831/300/300,"Brightside Non-Stick Frying Pan - Premium Finish cookware home & kitchen Brightside premium finish non-stick coating scratch resistant Well made and reliable, would buy again without hesitation."
P000832,Cobalt Stainless Steel Pot Set - Scratch Resistant,Cobalt,home & kitchen,cookware,3.7,5836,72.06,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000832/300/300,Cobalt Stainless Steel Pot Set - Scratch Resistant cookware home & kitchen Cobalt scratch resistant premium finish dishwasher safe Excellent quality and does exactly what it promises.
P000833,Meridian Cast Iron Skillet - Dishwasher Safe,Meridian,home & kitchen,cookware,3.7,4750,293.1,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000833/300/300,"Meridian Cast Iron Skillet - Dishwasher Safe cookware home & kitchen Meridian dishwasher safe even heating premium finish Well made and reliable, would buy again without hesitation."
P000834,Peakline Ceramic Baking Dish - Dishwasher Safe,Peakline,home & kitchen,cookware,3.7,1186,158.84,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000834/300/300,"Peakline Ceramic Baking Dish - Dishwasher Safe cookware home & kitchen Peakline dishwasher safe non-stick coating scratch resistant Stopped working after a short while, not great."
P000835,Pulse Knife Block Set - Sturdy Handle,Pulse,home & kitchen,cookware,4.3,7390,328.42,Okay but I expected more for the money.,https://picsum.photos/seed/P000835/300/300,Pulse Knife Block Set - Sturdy Handle cookware home & kitchen Pulse sturdy handle premium finish scratch resistant Okay but I expected more for the money.
P000836,Pulse Cordless Stick Vacuum - Powerful Suction,Pulse,home & kitchen,vacuum,4.3,3546,175.36,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000836/300/300,"Pulse Cordless Stick Vacuum - Powerful Suction vacuum home & kitchen Pulse powerful suction long runtime lightweight Absolutely love this, exceeded my expectations and works perfectly."
P000837,Kestrel Robot Vacuum Cleaner - Long Runtime,Kestrel,home & kitchen,vacuum,4.9,6086,58.63,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000837/300/300,"Kestrel Robot Vacuum Cleaner - Long Runtime vacuum home & kitchen Kestrel long runtime powerful suction quiet motor Great value for the price, highly recommend to anyone."
P000838,NovaTech Handheld Car Vacuum - Lightweight,NovaTech,home & kitchen,vacuum,3.5,7684,332.05,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000838/300/300,"NovaTech Handheld Car Vacuum - Lightweight vacuum home & kitchen NovaTech lightweight quiet motor powerful suction Works fine, though the build quality could be better."
P000839,Kestrel Upright Bagless Vacuum - Smart Navigation,Kestrel,home & kitchen,vacuum,4.1,4111,76.42,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000839/300/300,"Kestrel Upright Bagless Vacuum - Smart Navigation vacuum home & kitchen Kestrel smart navigation quiet motor easy to empty Absolutely love this, exceeded my expectations and works perfectly."
P000840,Cobalt Wet-Dry Vacuum - Smart Navigation,Cobalt,home & kitchen,vacuum,3.4,5169,32.91,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000840/300/300,"Cobalt Wet-Dry Vacuum - Smart Navigation vacuum home & kitchen Cobalt smart navigation easy to empty lightweight Absolutely love this, exceeded my expectations and works perfectly."
P000841,Brightside Digital Air Fryer - Quiet Operation,Brightside,home & kitchen,small appliances,3.1,2561,320.09,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000841/300/300,"Brightside Digital Air Fryer - Quiet Operation small appliances home & kitchen Brightside quiet operation fast cooking easy controls Good enough for the price, not amazing but does the job."
P000842,Meridian High-Speed Blender - Large Capacity,Meridian,home & kitchen,small appliances,3.1,5062,378.24,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000842/300/300,Meridian High-Speed Blender - Large Capacity small appliances home & kitchen Meridian large capacity compact footprint fast cooking Excellent quality and does exactly what it promises.
P000843,Meridian Stand Mixer - Energy Efficient,Meridian,home & kitchen,small appliances,3.9,4207,399.55,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000843/300/300,"Meridian Stand Mixer - Energy Efficient small appliances home & kitchen Meridian energy efficient compact footprint fast cooking Did not live up to the hype, a bit disappointed."
P000844,Vantage Electric Kettle - Fast Cooking,Vantage,home & kitchen,small appliances,4.8,2932,365.73,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000844/300/300,"Vantage Electric Kettle - Fast Cooking small appliances home & kitchen Vantage fast cooking compact footprint quiet operation Impressive build and performance, five stars from me."
P000845,Meridian Toaster Oven - Fast Cooking,Meridian,home & kitchen,small appliances,3.6,7331,100.96,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000845/300/300,"Meridian Toaster Oven - Fast Cooking small appliances home & kitchen Meridian fast cooking quiet operation energy efficient Good enough for the price, not amazing but does the job."
P000846,Brightside Running Sneakers - Durable Sole,Brightside,fashion,shoes,3.6,7714,17.22,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000846/300/300,"Brightside Running Sneakers - Durable Sole shoes fashion Brightside durable sole stylish look breathable Impressive build and performance, five stars from me."
P000847,Vantage Leather Ankle Boots - Durable Sole,Vantage,fashion,shoes,4.3,2730,150.11,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000847/300/300,Vantage Leather Ankle Boots - Durable Sole shoes fashion Vantage durable sole lightweight good grip Decent product overall but has a few minor annoyances.
P000848,Foundry Canvas Slip-Ons - Comfortable,Foundry,fashion,shoes,3.2,4733,218.58,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000848/300/300,Foundry Canvas Slip-Ons - Comfortable shoes fashion Foundry comfortable breathable good grip Decent product overall but has a few minor annoyances.
P000849,NovaTech Trail Hiking Shoes - Lightweight,NovaTech,fashion,shoes,3.4,3864,65.07,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000849/300/300,"NovaTech Trail Hiking Shoes - Lightweight shoes fashion NovaTech lightweight durable sole stylish look Impressive build and performance, five stars from me."
P000850,Peakline Classic Loafers - Stylish Look,Peakline,fashion,shoes,4.3,3438,118.43,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000850/300/300,"Peakline Classic Loafers - Stylish Look shoes fashion Peakline stylish look breathable good grip Great value for the price, highly recommend to anyone."
P000851,Foundry Laptop Backpack - Many Pockets,Foundry,fashion,bags,4.6,5839,337.84,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000851/300/300,"Foundry Laptop Backpack - Many Pockets bags fashion Foundry many pockets water resistant sleek design Impressive build and performance, five stars from me."
P000852,Kestrel Leather Tote Bag - Durable Zippers,Kestrel,fashion,bags,3.6,6018,245.82,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000852/300/300,"Kestrel Leather Tote Bag - Durable Zippers bags fashion Kestrel durable zippers sleek design padded straps Stopped working after a short while, not great."
P000853,Lumo Travel Duffel - Spacious,Lumo,fashion,bags,4.2,3481,223.85,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000853/300/300,"Lumo Travel Duffel - Spacious bags fashion Lumo spacious sleek design water resistant Good enough for the price, not amazing but does the job."
P000854,Brightside Crossbody Sling - Padded Straps,Brightside,fashion,bags,3.9,5369,120.84,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000854/300/300,Brightside Crossbody Sling - Padded Straps bags fashion Brightside padded straps water resistant spacious Solid choice with a couple of small trade-offs.
P000855,Pulse Waterproof Hiking Pack - Padded Straps,Pulse,fashion,bags,4.8,6962,138.49,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000855/300/300,"Pulse Waterproof Hiking Pack - Padded Straps bags fashion Pulse padded straps spacious water resistant A game changer for my daily routine, so glad I bought it."
P000856,Everly Minimalist Analog Watch - Accurate Time,Everly,fashion,watches,3.2,2913,76.48,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000856/300/300,"Everly Minimalist Analog Watch - Accurate Time watches fashion Everly accurate time scratch-proof glass water resistant Did not live up to the hype, a bit disappointed."
P000857,Pulse Digital Sports Watch - Accurate Time,Pulse,fashion,watches,3.4,4551,66.03,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000857/300/300,"Pulse Digital Sports Watch - Accurate Time watches fashion Pulse accurate time water resistant comfortable band Did not live up to the hype, a bit disappointed."
P000858,Foundry Smartwatch Fitness Tracker - Comfortable Band,Foundry,fashion,watches,3.3,2611,393.03,Okay but I expected more for the money.,https://picsum.photos/seed/P000858/300/300,Foundry Smartwatch Fitness Tracker - Comfortable Band watches fashion Foundry comfortable band accurate time elegant Okay but I expected more for the money.
P000859,Brightside Chronograph Steel Watch - Long Battery,Brightside,fashion,watches,3.8,4757,289.05,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000859/300/300,"Brightside Chronograph Steel Watch - Long Battery watches fashion Brightside long battery water resistant scratch-proof glass Well made and reliable, would buy again without hesitation."
P000860,Everly Classic Leather Strap Watch - Accurate Time,Everly,fashion,watches,4.0,2360,248.58,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000860/300/300,"Everly Classic Leather Strap Watch - Accurate Time watches fashion Everly accurate time long battery scratch-proof glass Absolutely love this, exceeded my expectations and works perfectly."
P000861,Kestrel Cotton Crew T-Shirt - Warm,Kestrel,fashion,apparel,4.1,1940,366.78,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000861/300/300,"Kestrel Cotton Crew T-Shirt - Warm apparel fashion Kestrel warm breathable true to size Absolutely love this, exceeded my expectations and works perfectly."
P000862,Brightside Fleece Zip Hoodie - Soft Fabric,Brightside,fashion,apparel,3.1,4255,359.74,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000862/300/300,"Brightside Fleece Zip Hoodie - Soft Fabric apparel fashion Brightside soft fabric true to size machine washable Impressive build and performance, five stars from me."
P000863,Lumo Slim-Fit Chinos - Breathable,Lumo,fashion,apparel,4.2,4409,285.95,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000863/300/300,"Lumo Slim-Fit Chinos - Breathable apparel fashion Lumo breathable wrinkle resistant machine washable Absolutely love this, exceeded my expectations and works perfectly."
P000864,Lumo Rain Shell Jacket - Machine Washable,Lumo,fashion,apparel,4.3,5215,96.92,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000864/300/300,"Lumo Rain Shell Jacket - Machine Washable apparel fashion Lumo machine washable soft fabric wrinkle resistant Impressive build and performance, five stars from me."
P000865,NovaTech Merino Wool Sweater - True To Size,NovaTech,fashion,apparel,3.9,2222,259.53,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000865/300/300,"NovaTech Merino Wool Sweater - True To Size apparel fashion NovaTech true to size soft fabric wrinkle resistant Did not live up to the hype, a bit disappointed."
P000866,Everly Adjustable Dumbbell Set - Sturdy Build,Everly,sports & outdoors,fitness,4.5,5880,31.12,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000866/300/300,"Everly Adjustable Dumbbell Set - Sturdy Build fitness sports & outdoors Everly sturdy build versatile durable Works fine, though the build quality could be better."
P000867,Brightside Yoga Mat Non-Slip - Comfortable,Brightside,sports & outdoors,fitness,3.1,6858,270.13,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000867/300/300,"Brightside Yoga Mat Non-Slip - Comfortable fitness sports & outdoors Brightside comfortable good grip compact storage Stopped working after a short while, not great."
P000868,NovaTech Resistance Band Kit - Good Grip,NovaTech,sports & outdoors,fitness,3.8,4503,320.41,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000868/300/300,"NovaTech Resistance Band Kit - Good Grip fitness sports & outdoors NovaTech good grip compact storage durable Great value for the price, highly recommend to anyone."
P000869,Brightside Foam Roller - Compact Storage,Brightside,sports & outdoors,fitness,4.2,6593,178.36,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000869/300/300,"Brightside Foam Roller - Compact Storage fitness sports & outdoors Brightside compact storage durable versatile Did not live up to the hype, a bit disappointed."
P000870,Aurora Kettlebell 12kg - Durable,Aurora,sports & outdoors,fitness,3.7,4728,121.19,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000870/300/300,"Aurora Kettlebell 12kg - Durable fitness sports & outdoors Aurora durable good grip sturdy build Well made and reliable, would buy again without hesitation."
P000871,Pulse 2-Person Tent - Waterproof,Pulse,sports & outdoors,camping,4.5,5936,14.04,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000871/300/300,"Pulse 2-Person Tent - Waterproof camping sports & outdoors Pulse waterproof keeps warm durable materials Absolutely love this, exceeded my expectations and works perfectly."
P000872,Lumo Sleeping Bag -5C - Easy Setup,Lumo,sports & outdoors,camping,3.5,5569,357.62,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000872/300/300,"Lumo Sleeping Bag -5C - Easy Setup camping sports & outdoors Lumo easy setup waterproof lightweight Impressive build and performance, five stars from me."
P000873,Kestrel Portable Camp Stove - Easy Setup,Kestrel,sports & outdoors,camping,3.7,5042,210.23,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000873/300/300,"Kestrel Portable Camp Stove - Easy Setup camping sports & outdoors Kestrel easy setup keeps warm compact Impressive build and performance, five stars from me."
P000874,Vantage LED Headlamp - Keeps Warm,Vantage,sports & outdoors,camping,3.7,6036,348.09,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000874/300/300,"Vantage LED Headlamp - Keeps Warm camping sports & outdoors Vantage keeps warm compact easy setup Great value for the price, highly recommend to anyone."
P000875,Vantage Insulated Water Bottle - Lightweight,Vantage,sports & outdoors,camping,3.0,6067,84.55,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000875/300/300,"Vantage Insulated Water Bottle - Lightweight camping sports & outdoors Vantage lightweight compact durable materials Stopped working after a short while, not great."
P000876,Aurora Road Bike Helmet - Comfortable Padding,Aurora,sports & outdoors,cycling,4.1,848,343.4,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000876/300/300,"Aurora Road Bike Helmet - Comfortable Padding cycling sports & outdoors Aurora comfortable padding lightweight aerodynamic Absolutely love this, exceeded my expectations and works perfectly."
P000877,NovaTech LED Bike Light Set - Aerodynamic,NovaTech,sports & outdoors,cycling,4.7,4733,330.88,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000877/300/300,"NovaTech LED Bike Light Set - Aerodynamic cycling sports & outdoors NovaTech aerodynamic adjustable fit high visibility Impressive build and performance, five stars from me."
P000878,Aurora Cycling Gloves - Easy To Mount,Aurora,sports & outdoors,cycling,3.8,4292,362.31,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000878/300/300,"Aurora Cycling Gloves - Easy To Mount cycling sports & outdoors Aurora easy to mount comfortable padding aerodynamic Good enough for the price, not amazing but does the job."
P000879,Lumo Bike Repair Kit - Lightweight,Lumo,sports & outdoors,cycling,4.1,2566,276.93,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000879/300/300,"Lumo Bike Repair Kit - Lightweight cycling sports & outdoors Lumo lightweight aerodynamic comfortable padding Well made and reliable, would buy again without hesitation."
P000880,Pulse Insulated Bidon Bottle - Easy To Mount,Pulse,sports & outdoors,cycling,3.2,7974,47.33,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000880/300/300,"Pulse Insulated Bidon Bottle - Easy To Mount cycling sports & outdoors Pulse easy to mount aerodynamic high visibility Did not live up to the hype, a bit disappointed."
P000881,Cobalt Vitamin C Serum - Lightweight,Cobalt,beauty & personal care,skincare,4.6,6198,263.0,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000881/300/300,Cobalt Vitamin C Serum - Lightweight skincare beauty & personal care Cobalt lightweight hydrating fast absorbing Solid choice with a couple of small trade-offs.
P000882,Foundry Daily Moisturizer SPF30 - Lightweight,Foundry,beauty & personal care,skincare,4.8,2207,274.88,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000882/300/300,"Foundry Daily Moisturizer SPF30 - Lightweight skincare beauty & personal care Foundry lightweight fast absorbing fragrance free Absolutely love this, exceeded my expectations and works perfectly."
P000883,Meridian Gentle Face Cleanser - Fast Absorbing,Meridian,beauty & personal care,skincare,4.3,523,157.26,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000883/300/300,"Meridian Gentle Face Cleanser - Fast Absorbing skincare beauty & personal care Meridian fast absorbing hydrating brightening Stopped working after a short while, not great."
P000884,Foundry Retinol Night Cream - Hydrating,Foundry,beauty & personal care,skincare,4.4,7176,34.51,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000884/300/300,"Foundry Retinol Night Cream - Hydrating skincare beauty & personal care Foundry hydrating suitable for sensitive skin fast absorbing Works fine, though the build quality could be better."
P000885,Aurora Hydrating Sheet Mask Set - Hydrating,Aurora,beauty & personal care,skincare,3.1,6064,305.79,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000885/300/300,"Aurora Hydrating Sheet Mask Set - Hydrating skincare beauty & personal care Aurora hydrating suitable for sensitive skin brightening Impressive build and performance, five stars from me."
